asset_id,symbol,name_cn,asset_type,subtype,exchange_code,underlying_group,underlying_name_cn,underlying_name_en,mapping_confidence,mapping_method,data_source_1,data_source_2,source_status,notes
FUT_CFFEX_IC,IC,中证500股指期货,FUTURE,INDEX_FUTURE,CFFEX,CSI500,中证500,CSI 500,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_IF,IF,沪深300股指期货,FUTURE,INDEX_FUTURE,CFFEX,CSI300,沪深300,CSI 300,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_IH,IH,上证50股指期货,FUTURE,INDEX_FUTURE,CFFEX,SSE50,上证50,SSE 50,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_IM,IM,中证1000股指期货,FUTURE,INDEX_FUTURE,CFFEX,CSI1000,中证1000,CSI 1000,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_T,T,10年期国债期货,FUTURE,TREASURY_FUTURE,CFFEX,CGB_10Y,10年期国债,10-year China Government Bond,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_TF,TF,5年期国债期货,FUTURE,TREASURY_FUTURE,CFFEX,CGB_5Y,5年期国债,5-year China Government Bond,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_TL,TL,30年期国债期货,FUTURE,TREASURY_FUTURE,CFFEX,CGB_30Y,30年期国债,30-year China Government Bond,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CFFEX_TS,TS,2年期国债期货,FUTURE,TREASURY_FUTURE,CFFEX,CGB_2Y,2年期国债,2-year China Government Bond,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_AP,AP,苹果,FUTURE,COMMODITY_FUTURE,CZCE,APPLE,苹果,Apple,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_CF,CF,郑棉,FUTURE,COMMODITY_FUTURE,CZCE,COTTON,棉花,Cotton,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_CJ,CJ,红枣,FUTURE,COMMODITY_FUTURE,CZCE,JUJUBE,红枣,Jujube,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_CY,CY,棉纱,FUTURE,COMMODITY_FUTURE,CZCE,COTTON_YARN,棉纱,Cotton Yarn,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_ER,ER,早籼稻,FUTURE,COMMODITY_FUTURE,CZCE,EARLY_INDICA_RICE,早籼稻,Early Indica Rice,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_FG,FG,玻璃,FUTURE,COMMODITY_FUTURE,CZCE,GLASS,玻璃,Glass,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_JR,JR,粳稻,FUTURE,COMMODITY_FUTURE,CZCE,JAPONICA_RICE,粳米,Japonica Rice,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_LR,LR,晚籼稻,FUTURE,COMMODITY_FUTURE,CZCE,LATE_INDICA_RICE,晚籼稻,Late Indica Rice,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_MA,MA,甲醇,FUTURE,COMMODITY_FUTURE,CZCE,METHANOL,甲醇,Methanol,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_ME,ME,甲醇,FUTURE,COMMODITY_FUTURE,CZCE,METHANOL,甲醇,Methanol,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_OI,OI,菜油,FUTURE,COMMODITY_FUTURE,CZCE,RAPESEED_OIL,菜籽油,Rapeseed Oil,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_PF,PF,短纤,FUTURE,COMMODITY_FUTURE,CZCE,POLYESTER_STAPLE_FIBER,短纤,Polyester Staple Fiber,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_PK,PK,花生,FUTURE,COMMODITY_FUTURE,CZCE,PEANUT,花生,Peanut,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_PL,PL,丙烯,FUTURE,COMMODITY_FUTURE,CZCE,PROPYLENE,丙烯,Propylene,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_PM,PM,普麦,FUTURE,COMMODITY_FUTURE,CZCE,COMMON_WHEAT,普麦,Common Wheat,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_PR,PR,瓶片,FUTURE,COMMODITY_FUTURE,CZCE,BOTTLE_GRADE_PET,瓶片,Bottle-grade PET,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_PX,PX,对二甲苯,FUTURE,COMMODITY_FUTURE,CZCE,PARAXYLENE,对二甲苯,Paraxylene,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_RI,RI,早籼稻,FUTURE,COMMODITY_FUTURE,CZCE,EARLY_INDICA_RICE,早籼稻,Early Indica Rice,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_RM,RM,菜粕,FUTURE,COMMODITY_FUTURE,CZCE,RAPESEED_MEAL,菜粕,Rapeseed Meal,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_RO,RO,菜油,FUTURE,COMMODITY_FUTURE,CZCE,RAPESEED_OIL,菜籽油,Rapeseed Oil,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_RS,RS,菜籽,FUTURE,COMMODITY_FUTURE,CZCE,RAPESEED,油菜籽,Rapeseed,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_SA,SA,纯碱,FUTURE,COMMODITY_FUTURE,CZCE,SODA_ASH,纯碱,Soda Ash,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_SF,SF,硅铁,FUTURE,COMMODITY_FUTURE,CZCE,FERROSILICON,硅铁,Ferrosilicon,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_SH,SH,烧碱,FUTURE,COMMODITY_FUTURE,CZCE,CAUSTIC_SODA,烧碱,Caustic Soda,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_SM,SM,锰硅,FUTURE,COMMODITY_FUTURE,CZCE,SILICOMANGANESE,锰硅,Silicomanganese,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_SR,SR,白糖,FUTURE,COMMODITY_FUTURE,CZCE,SUGAR,白糖,Sugar,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_TA,TA,PTA,FUTURE,COMMODITY_FUTURE,CZCE,PTA,PTA,PTA,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_TC,TC,动力煤,FUTURE,COMMODITY_FUTURE,CZCE,THERMAL_COAL,动力煤,Thermal Coal,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_UR,UR,尿素,FUTURE,COMMODITY_FUTURE,CZCE,UREA,尿素,Urea,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_WH,WH,强麦,FUTURE,COMMODITY_FUTURE,CZCE,STRONG_WHEAT,强麦,Strong Wheat,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_WS,WS,强麦,FUTURE,COMMODITY_FUTURE,CZCE,STRONG_WHEAT,强麦,Strong Wheat,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_WT,WT,硬麦,FUTURE,COMMODITY_FUTURE,CZCE,HARD_WHEAT,硬麦,Hard Wheat,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_CZCE_ZC,ZC,动力煤,FUTURE,COMMODITY_FUTURE,CZCE,THERMAL_COAL,动力煤,Thermal Coal,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_A,A,豆一,FUTURE,COMMODITY_FUTURE,DCE,SOYBEAN,大豆,Soybean,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_B,B,豆二,FUTURE,COMMODITY_FUTURE,DCE,SOYBEAN,大豆,Soybean,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_BB,BB,胶合板,FUTURE,COMMODITY_FUTURE,DCE,PLYWOOD,胶合板,Plywood,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_BZ,BZ,纯苯,FUTURE,COMMODITY_FUTURE,DCE,BENZENE,纯苯,Benzene,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_C,C,玉米,FUTURE,COMMODITY_FUTURE,DCE,CORN,玉米,Corn,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_CS,CS,玉米淀粉,FUTURE,COMMODITY_FUTURE,DCE,CORN_STARCH,玉米淀粉,Corn Starch,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_EB,EB,苯乙烯,FUTURE,COMMODITY_FUTURE,DCE,STYRENE,苯乙烯,Styrene,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_EG,EG,乙二醇,FUTURE,COMMODITY_FUTURE,DCE,ETHYLENE_GLYCOL,乙二醇,Ethylene Glycol,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_FB,FB,纤维板,FUTURE,COMMODITY_FUTURE,DCE,FIBERBOARD,纤维板,Fiberboard,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_I,I,铁矿石,FUTURE,COMMODITY_FUTURE,DCE,IRON_ORE,铁矿石,Iron Ore,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_J,J,焦炭,FUTURE,COMMODITY_FUTURE,DCE,COKE,焦炭,Coke,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_JD,JD,鸡蛋,FUTURE,COMMODITY_FUTURE,DCE,EGG,鸡蛋,Egg,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_JM,JM,焦煤,FUTURE,COMMODITY_FUTURE,DCE,COKING_COAL,焦煤,Coking Coal,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_L,L,塑料,FUTURE,COMMODITY_FUTURE,DCE,LLDPE,线性低密度聚乙烯,LLDPE,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_LG,LG,原木,FUTURE,COMMODITY_FUTURE,DCE,LOG,原木,Log,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_LH,LH,生猪,FUTURE,COMMODITY_FUTURE,DCE,LIVE_HOG,生猪,Live Hog,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_L_F,L_F,塑料月均价F,FUTURE,COMMODITY_FUTURE,DCE,LLDPE,线性低密度聚乙烯,LLDPE,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_M,M,豆粕,FUTURE,COMMODITY_FUTURE,DCE,SOYBEAN_MEAL,豆粕,Soybean Meal,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_P,P,棕榈油,FUTURE,COMMODITY_FUTURE,DCE,PALM_OIL,棕榈油,Palm Oil,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_PG,PG,LPG,FUTURE,COMMODITY_FUTURE,DCE,LPG,LPG,LPG,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_PP,PP,聚丙烯,FUTURE,COMMODITY_FUTURE,DCE,POLYPROPYLENE,聚丙烯,Polypropylene,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_PP_F,PP_F,聚丙烯月均价F,FUTURE,COMMODITY_FUTURE,DCE,POLYPROPYLENE,聚丙烯,Polypropylene,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_RR,RR,粳米,FUTURE,COMMODITY_FUTURE,DCE,JAPONICA_RICE,粳米,Japonica Rice,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_V,V,PVC,FUTURE,COMMODITY_FUTURE,DCE,PVC,PVC,PVC,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_V_F,V_F,PVC月均价F,FUTURE,COMMODITY_FUTURE,DCE,PVC,PVC,PVC,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_DCE_Y,Y,豆油,FUTURE,COMMODITY_FUTURE,DCE,SOYBEAN_OIL,豆油,Soybean Oil,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_GFEX_LC,LC,碳酸锂,FUTURE,COMMODITY_FUTURE,GFEX,LITHIUM_CARBONATE,碳酸锂,Lithium Carbonate,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_GFEX_PD,PD,钯,FUTURE,COMMODITY_FUTURE,GFEX,PALLADIUM,钯,Palladium,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_GFEX_PS,PS,多晶硅,FUTURE,COMMODITY_FUTURE,GFEX,POLYSILICON,多晶硅,Polysilicon,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_GFEX_PT,PT,铂,FUTURE,COMMODITY_FUTURE,GFEX,PLATINUM,铂,Platinum,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_GFEX_SI,SI,工业硅,FUTURE,COMMODITY_FUTURE,GFEX,INDUSTRIAL_SILICON,工业硅,Industrial Silicon,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_INE_BC,BC,国际铜,FUTURE,COMMODITY_FUTURE,INE,COPPER,铜,Copper,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_INE_EC,EC,集运指数(欧线),FUTURE,COMMODITY_FUTURE,INE,CONTAINER_SHIPPING_INDEX_EUROPE,集运指数(欧线),Container Shipping Index Europe,HIGH,FUTURE_UNDERLYING_GROUP_PATCH,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_INE_LU,LU,低硫燃料油,FUTURE,COMMODITY_FUTURE,INE,LOW_SULFUR_FUEL_OIL,低硫燃料油,Low Sulfur Fuel Oil,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_INE_NR,NR,号胶,FUTURE,COMMODITY_FUTURE,INE,NATURAL_RUBBER,CHECK,CHECK,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_INE_SC,SC,原油,FUTURE,COMMODITY_FUTURE,INE,CRUDE_OIL,原油,Crude Oil,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_INE_SCTAS,SCTAS,原油,FUTURE,COMMODITY_FUTURE,INE,CRUDE_OIL,原油,Crude Oil,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_AD,AD,铸造铝合金,FUTURE,COMMODITY_FUTURE,SHFE,CAST_ALUMINUM_ALLOY,铸造铝合金,Cast Aluminum Alloy,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_AG,AG,沪银,FUTURE,COMMODITY_FUTURE,SHFE,SILVER,白银,Silver,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_AL,AL,沪铝,FUTURE,COMMODITY_FUTURE,SHFE,ALUMINUM,铝,Aluminum,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_AO,AO,氧化铝,FUTURE,COMMODITY_FUTURE,SHFE,ALUMINA,氧化铝,Alumina,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_AU,AU,沪金,FUTURE,COMMODITY_FUTURE,SHFE,GOLD,黄金,Gold,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_BR,BR,丁二烯橡胶,FUTURE,COMMODITY_FUTURE,SHFE,BUTADIENE_RUBBER,丁二烯橡胶,Butadiene Rubber,HIGH,CONSERVATIVE_SYMBOL_RULE,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_BU,BU,沥青,FUTURE,COMMODITY_FUTURE,SHFE,BITUMEN,沥青,Bitumen,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
FUT_SHFE_CU,CU,沪铜,FUTURE,COMMODITY_FUTURE,SHFE,COPPER,铜,Copper,HIGH,EXISTING_UNDERLYING_GROUP,Tushare,ExchangeOfficialWebsite,UNDERLYING_MAPPING_FIXED_NEED_REVIEW,Step 5.1 fixed mapping generated from patched asset master.
