asset_id,exchange_code,symbol,name_cn,source_status,final_rule_status,rule_parseable,special_review_flag,special_review_reason,static_rule_missing_fields,tick_size,contract_month_rule,contract_rule_code,last_trading_day_rule,settlement_type,delivery_rule,margin_rule,price_limit_rule,position_limit_rule,official_source_url,notes,suggested_next_step
FUT_CZCE_WS,CZCE,WS,强麦,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,N,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule,TODO,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,需要确认该品种是否仍属于有效套利资产池，若为历史或特殊合约可单独标记或剔除。
FUT_CZCE_WT,CZCE,WT,硬麦,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,N,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule,TODO,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,需要确认该品种是否仍属于有效套利资产池，若为历史或特殊合约可单独标记或剔除。
FUT_CZCE_ZC,CZCE,ZC,动力煤,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.2,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.5; margin_rate_short=0.5; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_A,DCE,A,豆一,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_B,DCE,B,豆二,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_BB,DCE,BB,胶合板,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.05,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.4; margin_rate_short=0.4; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_BZ,DCE,BZ,纯苯,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_C,DCE,C,玉米,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_CS,DCE,CS,玉米淀粉,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.06; margin_rate_short=0.06; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_EB,DCE,EB,苯乙烯,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_EG,DCE,EG,乙二醇,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_FB,DCE,FB,纤维板,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.5,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.25; margin_rate_short=0.25; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_I,DCE,I,铁矿石,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.5,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_J,DCE,J,焦炭,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.5,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.2; margin_rate_short=0.2; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_JD,DCE,JD,鸡蛋,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_JM,DCE,JM,焦煤,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.5,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.12; margin_rate_short=0.12; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_L,DCE,L,塑料,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_LG,DCE,LG,原木,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,0.5,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_LH,DCE,LH,生猪,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,5.0,1、3、5、7、9、11月,ODD_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_L_F,DCE,L_F,塑料月均价F,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,"2,3,4,5,6,7,8,9,10,11",INFERRED_FIXED_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_M,DCE,M,豆粕,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,"1,3,5,7,8,9,11,12",INFERRED_FIXED_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_P,DCE,P,棕榈油,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_PG,DCE,PG,LPG,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_PP,DCE,PP,聚丙烯,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_PP_F,DCE,PP_F,聚丙烯月均价F,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,"2,3,4,5,6,7,8,9,10,11",INFERRED_FIXED_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_RR,DCE,RR,粳米,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.06; margin_rate_short=0.06; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_V,DCE,V,PVC,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_V_F,DCE,V_F,PVC月均价F,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,"2,3,4,5,6,7,8,9,10,11",INFERRED_FIXED_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.11; margin_rate_short=0.11; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_DCE_Y,DCE,Y,豆油,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,1.0,"1,3,5,7,8,9,11,12",INFERRED_FIXED_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
FUT_GFEX_LC,GFEX,LC,碳酸锂,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,INFERRED_NEED_REVIEW,N,N,,last_trading_day_rule;settlement_type;delivery_rule,20.0,1-12月,CONTINUOUS_12_MONTHS,CHECK,CHECK,CHECK,AKShare/OpenCTP margin_rate_long=0.15; margin_rate_short=0.15; update_time=2026-05-22 12:38:28,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review",需通过交易所官网标准合约、业务细则或人工规则表确认剩余静态交易规则。
