品种类型,交易所代码,交易所名称,品种代码,品种名称,合约行数,优先级,合约月份规则,合约数量规则,合约数量规则标准化代码,到期日规则,最后交易日规则,是否节假日顺延,行权方式,交割方式,规则来源,核验状态,备注
FUTURE,SHFE,上海期货交易所,WR,线材连续,1,中,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,AP,苹果期权,518,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,CJ,红枣期权,428,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,FG,玻璃期权,934,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,PF,短纤期权,674,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,PK,花生期权,287,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,PL,丙烯期权,532,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,PR,瓶片期权,652,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,PX,对二甲苯期权,709,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,SA,纯碱期权,810,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,SF,硅铁期权,485,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,SH,烧碱期权,738,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,SM,锰硅期权,504,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,UR,尿素期权,621,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,CZCE,郑州商品交易所,ZC,动力煤期权,836,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,BZ,纯苯期权,806,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,CS,玉米淀粉期权,171,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,EB,苯乙烯期权,976,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,EG,乙二醇期权,968,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,I,铁矿石期权,760,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,JD,鸡蛋期权,488,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,JM,焦煤期权,628,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,L,塑料期权,906,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,LG,原木期权,130,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,LH,生猪期权,334,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,PG,LPG期权,1244,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,PP,聚丙烯期权,902,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,DCE,大连商品交易所,V,PVC期权,730,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,GFEX,广州期货交易所,LC,碳酸锂期权,5282,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,GFEX,广州期货交易所,PD,钯期权,822,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,GFEX,广州期货交易所,PS,多晶硅期权,2094,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,GFEX,广州期货交易所,PT,铂期权,896,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,GFEX,广州期货交易所,SI,工业硅期权,2906,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,INE,上海国际能源交易中心,BC,国际铜期权,128,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,SHFE,上海期货交易所,AD,铸造铝合金期权,346,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,SHFE,上海期货交易所,AO,氧化铝期权,376,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,SHFE,上海期货交易所,BR,丁二烯橡胶期权,500,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,SHFE,上海期货交易所,BU,石油沥青期权,536,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,SHFE,上海期货交易所,OP,双胶纸期权,192,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
OPTION,SHFE,上海期货交易所,SP,纸浆期权,280,中,,,,,,,美式,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,BMD,Bursa Malaysia Derivatives,FCPO,毛棕榈油,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOE_AU,Cboe Australia,AFO,氧化铝,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOT,CBOT,BO,植物油篮子/油脂相关,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOT,CBOT,ZC,玉米,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOT,CBOT,ZL,豆油,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOT,CBOT,ZM,豆粕,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOT,CBOT,ZS,大豆,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CBOT,CBOT,ZW,小麦,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CME,CME Group,HRC,热轧卷板,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CME,CME,LBR,木材,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,CME,CME Group,LTC,碳酸锂,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,COMEX,COMEX,ALI,铝,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,COMEX,COMEX,GC,黄金,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,COMEX,COMEX,HG,铜,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,COMEX,COMEX,SI,白银,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,HKEX,Hong Kong Exchanges and Clearing,MCA,MSCI中国A50互联互通指数,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,ICE,ICE Futures Europe,B,Brent原油,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,ICE,ICE Futures U.S.,CT,棉花,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,ICE,ICE Futures Europe,G,低硫柴油/成品油,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,ICE,ICE Futures U.S.,RS,油菜籽/菜籽,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,ICE,ICE Futures U.S.,SB,原糖,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,AG,白银,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,AL,铝,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,AXI,氧化铝,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,CA,铜,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,NI,镍,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,PB,铅,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,SN,锡,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,SR,钢筋,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,LME,London Metal Exchange,ZS,锌,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,NYMEX,NYMEX,CL,WTI原油,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,NYMEX,NYMEX,HO,取暖油,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,NYMEX,NYMEX,PA,钯,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,NYMEX,NYMEX,PL,铂,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,SGX,Singapore Exchange,CN,富时中国A50指数,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,SGX,Singapore Exchange,FEF,铁矿石,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,SGX,Singapore Exchange,SCC,焦煤/炼焦煤,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,SICOM,Singapore Commodity Exchange,TSR20,天然橡胶TSR20,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,TOCOM,Tokyo Commodity Exchange,JAU,黄金,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
FOREIGN_FUTURE,TOCOM,Tokyo Commodity Exchange,RSS3,天然橡胶RSS3,1,低,,,,,,,不适用,,,待人工核验,请按交易所官网合约细则补充，不要按单个合约逐行填写
